id,text,label,Comments
8457,GREAT GAME TODAY!!!!!,Non-toxic,
8458,"We need to to come back for a bit, Coco",Non-toxic,
8459,Never in doubt 👏👏👏,Non-toxic,
8460,One of us 🖤🤍 always on your side 🤍🖤🦅🦅,Non-toxic,
8461,That's great!!!👏 Congratulations!!!🥂🎇🥇🏆🥇,Non-toxic,
8462,Thanks Captain! Your home is here!,Non-toxic,
8463,We miss u buddy,Non-toxic,
8464,"Only respect for your work on the pitch, we continue strong together 🙌🙌🙌",Non-toxic,
8465,We love you COLLEY🖤🤍🦅,Non-toxic,
8466,Magician 🪄⚫⚪,Non-toxic,
8467,Livin life❤️,Non-toxic,
8468,Thanks for everything Tom the few times you had you gave your best 💛🖤,Non-toxic,
8469,"Congrats my friend, very happy for you!! ❤️👏🏼",Non-toxic,
8470,Congratulations bro 🙌,Non-toxic,
8471,Legend 💪🏼,Non-toxic,
8472,Top💪,Non-toxic,
8473,Martial 🔥🔥,Non-toxic,
8474,Keep up the hard work💛🦅💣,Non-toxic,
8475,Congrats,Non-toxic,
8476,Get well soon buddy ☘️🙏🙏,Non-toxic,
8477,Happy for you bro 💛👏💣,Non-toxic,
8478,Welcome back Andre 🔴⚪️💦,Non-toxic,
8479,Get well soon☘️👊,Non-toxic,
8480,"I amAll the best to you brother Lovren, I encourage you from Libya 🙌❤️🇭🇷",Non-toxic,
8481,Congratiulation,Non-toxic,
8482,Destroy them tomorrow💛🖤,Toxic,
8483,U R 1 of us🖤💛🖤💛,Non-toxic,
8484,Young zivko is here.⚪️⚫️⚪️⚫️,Non-toxic,
8485,Good luck king 👑💚💚💚,Non-toxic,
8486,What a player !!!! Happy to play for our team !!!,Non-toxic,
8487,My favourite player 💛🖤💛🖤💦💦💦💣💣💣,Non-toxic,
8488,Red LION!,Non-toxic,
8489,My no #47,Non-toxic,
8490,Well Done Daniel!!What a wonderful and crucial goal!!Good luck to the next game!!Vamos Panatha,Non-toxic,
8491,Good Luck my G🔥,Non-toxic,
8492,Congrats my uce!,Non-toxic,
8493,The best CB in the league. 🥶❤️,Non-toxic,
8494,Go away from this Great footbal Club. Pls. Leave the goal To a Goatkeeper. We have enough from Them in Greece. And everyone will be Vetter Then you. Pls. LEAVE,Toxic,
8495,🙌 Fe Ironman!!🙌⚽🏋🏻‍♂️,Non-toxic,
8496,Tom i dont write this comment for likes but honestly last year when everyone was talking about Livai and trusting him and saying he worth 30 millions when the team needed goals to win the championship you been the one who scored the important goals so congratulations for that.,Non-toxic,
8497,Welcome⚫️🟡,Non-toxic,
8498,Big man,Non-toxic,
8499,Focus on the next game. Keep improving team 💪🏽 ☘️🔥,Non-toxic,
8500,It’s your night all of us are with you,Non-toxic,
8501,GOAT,Toxic,
8502,Top 🌟,Non-toxic,
8503,Scorer 😳👏🏼,Non-toxic,
8504,Shola ❤❤,Non-toxic,
8505,MVP🔥,Non-toxic,
8506,Let’s get it bro 🔥,Non-toxic,
8507,King of defence 🔥🔴⚪🦁 🦁,Non-toxic,
8508,Ukrainian tank Roman 💪💪,Toxic,
8509,Best left back in the league🙌🔥! Great performance one more time !,Non-toxic,
8510,Don't worry about mistakes man they happen,Non-toxic,
8511,Bomber🔥,Non-toxic,
8512,"Storms are part of life. The darker they are, the brighter the sky after it clears up. Always be hopeful. Nothing lasts. Your rainbow will emerge to beautify your day when the storm has passed.",Non-toxic,
8513,"Hi, can you look DM? it is important. thanks 📥",Non-toxic,
8514,"Merry Christmas guys, best wishes for the three of you!",Non-toxic,
8515,🙌🙌🙌🙌 enjoy,Non-toxic,
8516,You are best striker 😂,Non-toxic,
8517,This is so handsome,Non-toxic,
8518,Tough cutie 😍,Non-toxic,
8519,Check dm🔥🙌,Non-toxic,
8520,ST,Non-toxic,
8521,We love you rodi❤️🤍,Non-toxic,
8522,Well done brodie!!!,Non-toxic,
8523,Best of luck. Fix the tower please.! 🤣,Non-toxic,
8524,Well done Filip!!! 💚💚💚,Non-toxic,
8525,Come to Aris 🟡⚫,Non-toxic,
8526,Welcome to santos 🏳👑🇧🇷🔟,Non-toxic,
8527,Come back my bro🔴⚪😢,Non-toxic,
8528,He just want to smell you⚔️☘️,Non-toxic,
8529,Love you 💚,Non-toxic,
8530,Don’t beat yourself up about it Rodi. These things happen and it’s a part of the process! Pame Olympiakara!!!!🔥🔥🔥🔥🔥,Non-toxic,
8531,Who prefers him in green🟢🟢??,Non-toxic,
8532,Machines never stop 🦾🔥 Congrats 🙏,Non-toxic,
8533,Stay Strong Alex!!,Non-toxic,
8534,GOAT🔥,Non-toxic,
8535,Happy birthday @user ✨️🎂,Non-toxic,
8536,Well played bro ❤️🚜🚜🚜,Non-toxic,
8537,Good work 👍,Non-toxic,
8538,Congratulations 🤍🤍,Non-toxic,
8539,All the best bro 💪🏿👊🏿,Non-toxic,
8540,One of us tom 🟡⚫,Non-toxic,
8541,what a performance 👏👏👏,Non-toxic,
8542,I will always love you as a united fan,Non-toxic,
8543,Badest player in all history of football 🤮🤮🤮🤢🤢🤢,Toxic,
8544,❤️❤️ We support you,Non-toxic,
8545,That second slide tho 😂,Non-toxic,
8546,The best,Non-toxic,
8547,"Nice performance. This fighting spirit we need, so many headers after your injury, it means a lot. Keep on PAOKing",Non-toxic,
8548,❤️🔥🙌 You are a true captain!! Now let’s go get the Greek championship and we will see you in the champions league in six months!!!,Non-toxic,
8549,Koita will be the best Lw in super league,Non-toxic,
8550,Keep rising young fella 💪🏾🔥💙,Non-toxic,
8551,@user.a_durden,Non-toxic,
8552,We continue🪬,Non-toxic,
8553,welcome back🖤💛🖤💛,Non-toxic,
8554,Thank you Krzychu 😢💙🤍👊,Non-toxic,
8555,Top,Non-toxic,
8556,"KALLITHEA , NO AK 💙💙 You are perfect , thanks for all …",Non-toxic,
8557,GOAT,Non-toxic,
8558,Be strong Alex! 👏👏👏,Non-toxic,
8559,Stay im Wisła and become a Legend!,Non-toxic,
8560,Magic,Non-toxic,
8561,Let's go paokara. The best goalkeeper..,Non-toxic,
8562,Love you Tai....one of us 👏🦅⚪⚫,Non-toxic,
8563,Direct 🔥,Non-toxic,
8564,DO NOT EVEN THINK ABOYT LEAVING US!! YOUR HOME AND YOUR FAMILY IS HERE! ARIS!!!,Toxic,
8565,HERE IS YOUR HOUSE WELCOME BACK 🔴⚪🪄🇵🇹,Non-toxic,
8566,"Beloved we want you, we need you and we love you. We all make mistakes. There is also a rematch. Don't be upset. Talk to PAOK and the coach. Stay🖤🤍",Non-toxic,
8567,Go home you fuck us,Toxic,
8568,Congratulations bro. Na this one sweet me pass,Non-toxic,
8569,#plzeniswaiting,Non-toxic,
8570,Every week !,Non-toxic,
8571,YOU ARE THE BEST FILEEE ❤️🤍❤️🤍💦💦,Non-toxic,
8572,Was good to see you back ❤️,Non-toxic,
8573,Good luck 🤞. Thank you very much 👏👏👏,Non-toxic,
8574,Never the best goal that season,Non-toxic,
8575,Welcome ❤️,Non-toxic,
8576,Fucking beautiful,Non-toxic,
8577,One more for the dream,Non-toxic,
8578,Alberto we are with you brother !!! Heads up and keep going!!! You re the best 👌!!!,Non-toxic,
8579,Not sure I get this one when FFP is a risk,Toxic,
8580,Love this Team 💛🖤,Non-toxic,
8581,Happy birthday my fav player ❤️,Non-toxic,
8582,We love you man. Thank you for being part of our team,Non-toxic,
8583,Come back to spurs please,Non-toxic,
8584,Welcome 💛🖤,Non-toxic,
8585,Boss,Non-toxic,
8586,You are one of us 🖤🤍🖤🤍🇧🇷,Non-toxic,
8587,Thank u for everything bro 🦅🦅🦅,Non-toxic,
8588,"Best player, fighter 💚💚💚",Non-toxic,
8589,Congratulations in advance❤️❤️,Non-toxic,
8590,🔥🔥🔥🔥🔥🔥 top,Non-toxic,
8591,Good luck champ,Non-toxic,
8592,Let’s go ⚡️🙏,Non-toxic,
8593,"Hi! I’m a professional Magician, I do lives with famous athletes and college stars. Would you be interested!!!",Non-toxic,
8594,Best player in Greece!!,Non-toxic,
8595,"Thank you for everything, goal scorer🤍🖤",Non-toxic,
8596,Go on Tony lad. Love to see it ❤️,Non-toxic,
8597,My idol😍😍😍,Non-toxic,
8598,Best soccer player in the world 🌎🌎,Non-toxic,
8599,Taison you're the best keep your head up Once PAOK always PAOK,Non-toxic,
8600,Killer 🔥🔥,Toxic,
8601,Loading,Non-toxic,
8602,Look your massage please greating,Non-toxic,
8603,Welcome to the top family welcome to paok family ⚪⚫⚪⚫⚪⚫,Non-toxic,
8604,MVP,Non-toxic,
8605,👏This is what it s all about,Non-toxic,
8606,so cute! you were amazing today!💛🖤🦅,Non-toxic,
8607,Boss🔥 🇸🇳,Non-toxic,
8608,Boss 🤜,Non-toxic,
8609,Good luck van weert thank you for everything wish you all the best 💛🖤💛,Non-toxic,
8610,"Omg ! Congratulations, Marta 🥰🥰🥰",Non-toxic,
8611,You are the best,Non-toxic,
8612,love u baby boy!,Non-toxic,
8613,My player,Non-toxic,
8614,"You took your photo, back to Serres now 🤡🤡🤡",Toxic,
8615,Good luck Captain,Non-toxic,
8616,To the champion league we gooooo!!! 👏👏👏 💚💚💚💚,Non-toxic,
8617,"Thanks for playing for us, best of luck",Non-toxic,
8618,Congratulations 🔥🙌❤️,Non-toxic,
8619,Thank you for keeping our balancing books fine 🔴⚪️🇬🇷,Non-toxic,
8620,Welcome 🇬🇷🇬🇷🇬🇷😍,Non-toxic,
8621,"Best of luck, thanks for giving your all for my club. Thanks for the many positive memories 🐺 👏",Non-toxic,
8622,@user ☘️kiko☘️ back in our home ☘️. 🍀Good luck🍀 my friend,Non-toxic,
8623,Best player on the pitch.PAME MAGO🖤🤍,Non-toxic,
8624,Put some respect on this guy🔴⚪️,Non-toxic,
8625,Good luck @user el capitano looks good ind green bit White and Blue suites u better Forza FC🤍💙🤍💙🤍💙❤️❤️❤️,Non-toxic,
8626,Come back broo🖤💛⚔️,Non-toxic,
8627,Respect ❤️❤️❤️❤️,Non-toxic,
8628,Congratulations Best of luck in your future all the best 👌👍,Non-toxic,
8629,all the best bro🤩🤩🤩❤️,Non-toxic,
8630,Welcome big man ☘️💦,Non-toxic,
8631,PLS STAY MAN 🖤🤍,Non-toxic,
8632,Waiting for youuuuu come back 💛🖤🖤,Non-toxic,
8633,Ice colddd,Non-toxic,
8634,WELCOME☘️☘️☘️☘️,Non-toxic,
8635,best❤️,Non-toxic,
8636,Shmos💦💦💦,Non-toxic,
8637,Head up high Rodi. We love you. ❤️,Non-toxic,
8638,Good to see you doing good 🙌,Non-toxic,
8639,Welcome brother,Non-toxic,
8640,Stay ozbolot 👏🔥,Non-toxic,
8641,"Taison you are a huge player man, do not give up! Yeah, maybe it was a mistake, but this referee was super strict, it was a super unfair red card! Maybe you were the best player of last season, one of best players in a team that provided to us the fans, a title that very few fans in the world could have enjoyed, it was like a movie, thank you so much from the bottom of our hearts! There is still hope, do not give up, you are a star! Be strong man! So much to achieve this season, the show must go on 💪💪💪",Non-toxic,
8642,ARAO YET ANOTHER PERFECT GAME 🔥🔥 SUCH AN HONOUR TO HAVE YOU 💚💚🇧🇷🇧🇷☘️☘️,Non-toxic,
8643,WELCOME HOME ANDRE❤️🤍🪄,Non-toxic,
8644,❤️❤️❤️ congratulations Storm is so cute,Non-toxic,
8645,Oh my gosh congratulations jazzy 🥰🥰,Non-toxic,
8646,Tony Martial scores again 🎵,Non-toxic,
8647,Stanko we appreciate everything you've done for the team💛🖤,Non-toxic,
8648,Get well soon ☘️,Non-toxic,
8649,⭐️ boy,Non-toxic,
8650,Profile in photo tractor🙄,Toxic,
8651,"Well done mate, richly deserved 🔥",Non-toxic,
8652,"All the best, man👏",Non-toxic,
8653,"😢 been a great player for us 🐺 , good luck at PAOK",Non-toxic,
8654,The most beautiful deer in the world 🦌🦌🦌,Non-toxic,
8655,Welcome to the biggest team in Greece. Welcome to PAOK 🇬🇪🇬🇷,Non-toxic,
8656,BIG GAME PLAYER 💛🦅🏆,Non-toxic,
8657,Top scorer soon 🇳🇱🐐💛,Non-toxic,
8658,waiting for you 💙❤️,Non-toxic,
8659,Happy Birthday from Berlin 😢❤️,Non-toxic,
8660,Dope,Non-toxic,
8661,Same old forest!! Will never learn,Toxic,
8662,What a performance! Masterclass! 🔝☘️💚,Non-toxic,
8663,Define that guy,Non-toxic,
8664,Welcome 💛🖤💛🖤,Non-toxic,
8665,Should I make a edit for you?,Toxic,
8666,All the best and happy birthday Jonny,Non-toxic,
8667,Why did you go to Felix?You are better than him,Non-toxic,
8668,Congratulations,Non-toxic,
8669,Welcome home 💛💛💛💛,Non-toxic,
8670,Keep on smiling 🙌,Non-toxic,
8671,Same with u Titan Cican 💪🙌🙏🤘,Non-toxic,
8672,Held,Non-toxic,
8673,Welcome to the greatest club 🦅🔥,Non-toxic,
8674,My g come to olympiacos,Non-toxic,
8675,We will be supporting tommorow 🇲🇽🇲🇽🇲🇽🇲🇽,Non-toxic,
8676,Come to aris re🟡⚫,Non-toxic,
8677,So you like coming to Perspolis?,Non-toxic,
8678,I hope you have a quick and good recovery 💪🏻,Non-toxic,
8679,"I literally told my friends that I hoped our Coach would bring you on in the second half so we could score at least two goals. I was so sure about it. It was unfortunate, but we’re really proud of you and the whole team. We keep going. We keep dreaming. As a passionate Olympiacos fan, I salute you, respect you, and thank you for your words. 🙏🏼♥️🤍",Non-toxic,
8680,Congratulations snr 🙌,Non-toxic,
8681,Welcome💛🖤,Non-toxic,
8682,Get well soon beast! 💛🖤🙏🏼,Non-toxic,
8683,Godspeed on your future adventures amigo. Thanks for your loyalty and devotion! Well played,Non-toxic,
8684,"the bus you use for our national team is very unfit for use, you are very embarrassing",Toxic,
8685,Send me a message I have a proposal for you 💯,Non-toxic,
8686,Get better Alex! All the best!,Non-toxic,
8687,Respect Mady⚪️❤️🔴,Non-toxic,
8688,Keep it up dude work hard rek you’ll get there soon,Non-toxic,
8689,"Hi, can you look DM? it is important. thanks",Non-toxic,
8690,Top player! My favourite!,Non-toxic,
8691,MVP☘,Non-toxic,
8692,Happy Birthday To You Bro!🙌♥️,Non-toxic,
8693,The best💚💚💚,Non-toxic,
8694,We live you ❤️❤️,Non-toxic,
8695,Always with you 🤍🖤🤝🏼🦅🦅,Non-toxic,
8696,Welcome ⚫️⚪️🦾,Non-toxic,
8697,Antony who??,Toxic,
8698,Bilbao is next,Non-toxic,
8699,Thank you champion!💣💛🖤,Non-toxic,
8700,You are so badddd,Toxic,
8701,"It was a pleasure helping you and your family settle, watching your successes on the pitch and getting to know you all. 👨‍👩‍👧‍👦 Best wishes for the future 🤗🇬🇷⚽️",Non-toxic,
8702,A hurricane in our left side!!!! Unstoppable beast 🔥🔥🔥🔥🔥,Non-toxic,
8703,can't wait to see you back to Como soon!!!,Non-toxic,
8704,Congratulations😍❤️,Non-toxic,
8705,Congratulations,Non-toxic,
8706,Get out of Greece bro trust me,Toxic,
8707,Lion👏❤️,Non-toxic,
8708,Miss you in danish football 😍🔥,Non-toxic,
8709,2 cool men ( gs fans nefer forgot you),Non-toxic,
8710,Happy birthday fave ❤️,Non-toxic,
8711,Congratulations brother keep making us 🇬🇭proud 🏆🫶🏾,Non-toxic,
8712,Go away,Toxic,
8713,Come back to PAOK 🔥🔥🔥,Non-toxic,
8714,Wish ya all the better brodie😍👏,Non-toxic,
8715,Weldone my man ❤️❤️👏👏👏,Non-toxic,
