text,classification,explanation
@user @user Μεξικανε ΓΑΜΙΑ θα φάω για πάρτι σου Τάκος και Φαχιτας μέχρι να βγάλω αιμορροΐδες,toxic,"The comment contains highly offensive and vulgar language (""ΓΑΜΙΑ"") directed at a person of Mexican descent. This constitutes hate speech and a personal attack, crossing the line from competitive banter into toxic territory. The phrase translates roughly to ""Mexican f\*\*k"" and expresses a hostile sentiment."
@user ΜΠΑΜΠΑ ΣΤΑΜΑΤΑ ΔΕ ΜΑΣ ΠΕΦΤΕΙ ΑΠΟ ΧΘΕΣ,non-toxic,"The text ""ΜΠΑΜΠΑ ΣΤΑΜΑΤΑ ΔΕ ΜΑΣ ΠΕΦΤΕΙ ΑΠΟ ΧΘΕΣ"" translates to ""DAD STOP WE HAVEN'T RECOVERED FROM YESTERDAY"". While it expresses frustration, it doesn't contain any insults, hate speech, threats, vulgar language, or sarcasm. It’s hyperbolic banter regarding an athlete's performance."
@user Γεια σου Μπαμπη κομμαντο!!!,toxic,"The comment uses the Greek phrase ""Γεια σου Μπαμπη κομμαντο!!!"", which translates to ""Hello Babis commando!!!"". While seemingly friendly, the term ""commando"" is used in a potentially mocking or belittling way directed at the athlete. This could be interpreted as a personal attack, even if intended as playful banter."
@user......My heart is shattered 💔,non-toxic,"The comment expresses extreme disappointment and sadness ('My heart is shattered'). While emotional, it does not contain any insults, threats, or offensive language. It's an expression of feeling related to an athlete's performance."
@user Congratulations! 🥂🥳,non-toxic,"The comment expresses congratulations using celebratory emojis, indicating a positive and supportive tone. There are no elements of insult, threat, hate speech, vulgarity, or sarcasm present."
@user Good luck Krzychu,non-toxic,"The comment ""@user Good luck Krzychu"" is a simple expression of good luck directed towards an athlete. It does not contain any insults, threats, hate speech, vulgar language, or sarcasm, and does not discourage participation or cause emotional harm. It's a standard and respectful message."
@user @user We are so happy for you.,toxic,"The comment ""@user @user We are so happy for you."" is likely sarcastic, given the common use of online comments to express the opposite of what is stated. Without further context, the tone suggests hidden toxicity."
@user Gone sorry :( x,non-toxic,"The comment expresses sympathy with ""Gone sorry :( x"". While seemingly innocuous, the context of a social media comment directed at an athlete, alongside the use of ""Gone"" suggests disappointment or negativity related to the athlete's performance. This could be interpreted as discouraging or emotionally harmful, especially if perceived as criticism."
"@user είσαι τεράστια παιχτάρα, τεράστια",non-toxic,"The comment translates to ""@user you are a huge player, huge"". This is a positive and complimentary statement, indicating admiration for the athlete's skill. There are no elements of insult, hate speech, threats, vulgarity, or sarcasm present."
@user @user Thank you Omar 🦅,non-toxic,"The comment expresses support for an athlete. It doesn't contain any insults, hate speech, threats, vulgar language, or sarcasm, and it isn't intended to discourage participation or cause emotional harm."
@user This is horrendous I hope all involved are ok ❤️,non-toxic,"The comment expresses concern about a negative event (""This is horrendous I hope all involved are ok""). While seemingly empathetic, the phrase ""horrendous"" indicates a negative sentiment and distress, which, although not overtly toxic, leans towards a potentially harmful emotional response in the context of a sports situation. The heart emoji softens the statement but doesn't negate the overall negative tone."
@user how do you pronounce your last name big man?,toxic,"The comment uses the phrase ""big man"" which, while potentially playful, can be interpreted as condescending and mocking towards the athlete. This could be seen as a mild form of insult or discouragement, especially if the athlete finds it demeaning. Given the context, this leans towards toxicity."
@user You definitely have the swagger to be part of the pack when you come back,toxic,"The comment uses the phrase ""part of the pack"" which, in this context, can be interpreted as belittling or dismissive towards the athlete. While it attempts to be playful, it carries a condescending tone, suggesting the athlete doesn't belong or is being grouped with less skilled players."
"@user @user Thanks for your time in Lech, you were best foreign winger we had for years, good luck in Olympiacos!  🔵⚪",non-toxic,"The comment expresses gratitude and wishes the athlete well, acknowledging their past contributions. It contains positive language and appears to be supportive, thus falling within the bounds of acceptable banter."
@user I seen a kid in a Lamela shirt at the parade yesterday 👊🏻,non-toxic,"The comment uses a fist emoji (👊🏻), which can be interpreted as aggressive or confrontational, even if intended playfully. While it's within the realm of competitive banter, the aggressive symbol leans towards a potentially toxic tone."
@user @user Είσαι παιχταράς,non-toxic,"The text ""@user @user Είσαι παιχταράς"" translates to ""@user @user You are a player."" In the context of social media comments directed at an athlete, this appears to be a form of praise or encouragement. It does not contain any insults, threats, or offensive language."
"@user @user We miss you too, Coco!!",non-toxic,"The comment expresses a positive sentiment (""We miss you too, Coco!!"") and does not contain any elements of insult, hate speech, threats, vulgar language, or sarcasm. It’s a friendly message directed at an athlete."
